,h_cost,r_cost,C_cost,total_cost,mean_p,mean_wait,mean_queue,mean_orbit,mean_server,x_T,y_T,mean_p_time,mean_congested_time,h_cost,r_cost,C_cost,total_cost,mean_p,mean_wait,mean_queue,mean_orbit,mean_server,x_T,y_T,mean_p_time,mean_congested_time,h_cost,r_cost,C_cost,total_cost,mean_p,mean_wait,mean_queue,mean_orbit,mean_server,x_T,y_T,mean_p_time,mean_congested_time,h_cost,r_cost,C_cost,total_cost,mean_p,mean_wait,mean_queue,mean_orbit,mean_server,x_T,y_T,mean_p_time,mean_congested_time
0,3934.251220389093,4387.0,179.7305131606282,8500.981733549721,0.1875962699401101,4.68284469900854,54.95027150166237,32.802606338595105,47.081769060883936,43,31,0.5676809027643285,0.1875962699401414,1179.7413220415388,3465.9999999999995,4345.296788403795,8991.038110445334,0.15468163746967079,4.20703526355682,47.15730479372385,26.219713730362777,44.79684394581997,67,15,0.2990806641494275,0.15811145253734132,2323.453923028265,4197.0,553.5487993373721,7074.002722365635,0.18131792178803585,4.507837504108865,51.30327687377418,31.75367133076473,46.65636902771794,45,33,0.4740679523062687,0.18194233863914788,,,,,,,,,,,,,
1,2512.3087233116335,4359.0,178.90740218184942,7050.216125493484,0.18759626994010825,4.386473600190869,51.23656634683804,33.0995453144638,46.21194890021481,39,44,0.4341854488742815,0.18759626994013967,1141.0980372435856,3435.0,4402.389037851304,8978.48707509489,0.15412924356564012,4.194335841526065,47.49075012746204,25.183777491666188,45.208554052975046,42,29,0.3074106051374198,0.15727206117963627,3771.7982180890062,4265.0,879.4695204856241,8916.26773857463,0.17782283025087525,4.558571458563848,54.98943639704832,31.47622296774667,47.44583996087062,48,38,0.5513698303387318,0.17834030298341336,,,,,,,,,,,,,
2,4199.550429925683,4303.0,179.53819751138082,8682.088627437064,0.1875962699401097,4.620486258108057,55.39652498175799,32.02500156878261,46.99670663847258,71,33,0.5224203403231006,0.1875962699401372,1211.3256126491901,3397.0,4476.565906184506,9084.891518833698,0.15350917482249288,4.251589199037195,47.37672936457109,25.454088888595173,44.954078139272575,28,38,0.3065958162649455,0.15712507963782377,2871.668569393492,4128.0,617.5768036496845,7617.245373043177,0.1806053868223907,4.410932107030786,51.940521046592025,30.069020479179365,46.19717613089899,51,27,0.4678040530106232,0.18111330004709827,,,,,,,,,,,,,
3,3351.2836987302817,4274.0,179.15356621288606,7804.437264943168,0.1875962699401088,4.531937620859922,53.23632122667766,30.954919158432798,46.533753829216806,42,35,0.46692342888456057,0.18759626994013898,1247.2994066362364,3477.0000000000005,4165.1122274446725,8889.411634080909,0.1558210755982018,4.136733364764384,47.038135982992145,26.921774916144418,44.54336425425483,56,24,0.2927672689959018,0.1589407100934884,4092.2876500722223,4108.0,891.9766557210515,9092.264305793275,0.1774106915100059,4.5775451088179855,55.281056962986085,30.368691379111134,47.096344706017526,71,31,0.5535542193171089,0.178038412274255,,,,,,,,,,,,,
4,1754.2806123945084,4303.0,178.58431189111383,6235.864924285622,0.18759626994010753,4.506844433629576,50.02731477343385,32.09713454199675,46.518670741722076,61,27,0.44472400792969413,0.18759626994013884,1147.4592586204174,3528.0,4580.004323800658,9255.463582421075,0.15280419449483226,4.21203594881324,47.1628621935731,26.539931749146216,44.86794367633199,42,28,0.3192109357130615,0.15635952891768662,3600.521029117594,4209.0,846.8073151644764,8656.32834428207,0.17814979455740806,4.48893079816777,54.27561746021142,31.864656624276144,47.07457540197612,48,35,0.5276149152879503,0.1787178458841701,,,,,,,,,,,,,
5,5449.901930111107,4465.0,182.23830922681398,10097.140239337921,0.18759626994011566,4.784298421217771,58.81578749068059,33.88235699706799,47.91598363045832,36,45,0.6383498610874534,0.18759626994014048,1842.9174217113627,3403.0,4747.665765505818,9993.58318721718,0.1515402295354308,4.255901666767789,49.00330607735593,25.264884056658886,45.31740569299396,54,17,0.33883277028291003,0.15464211869969813,2225.4907874784717,4171.0,496.46074811370096,6892.951535592172,0.18236920043103558,4.451180876133557,50.41317970964323,31.887821575570275,45.96219813468611,50,33,0.4126335134443456,0.1827793948066227,,,,,,,,,,,,,
6,4265.891046900146,4407.0,179.17664409079575,8852.067690990942,0.18759626994010886,4.811693087402248,55.66620022548957,32.73080393076539,47.1316174346774,86,41,0.5533531400232072,0.18759626994013828,1633.8421309640282,3429.9999999999995,4234.450640923197,9298.292771887225,0.1552542377456321,4.256634029415323,47.84898194087909,25.758630640785977,44.58129767895106,35,41,0.30365845796768476,0.1582369807574258,3730.636180588969,4163.0,860.1515158762181,8753.787696465188,0.17809000428106697,4.538554264916497,54.874770131808305,31.06924695167212,47.41349777063014,46,32,0.5539887719087799,0.17861326260277957,,,,,,,,,,,,,
7,3201.68193132379,4260.0,178.35353311201698,7640.035464435806,0.187596269940107,4.543565561154855,53.03477657957967,31.648065694833534,46.63141271693194,40,36,0.47648047422795164,0.1875962699401378,1155.5429010686971,3470.0000000000005,4459.350554033432,9084.893455102128,0.15374898725849642,4.176500159875972,47.17033204927236,26.160341842868974,44.8592119725599,51,35,0.3062027348608234,0.15728711667430975,2323.9192400886195,4182.0,536.9084478802544,7042.827687968874,0.18188809801109235,4.462710022999864,50.50697174124969,30.929313145548303,45.85913326107224,43,23,0.39627388511598693,0.18226318675423744,,,,,,,,,,,,,
8,4397.080755545624,4249.0,177.57657788905757,8823.657333434681,0.18759626994010523,4.666986186261091,55.31796481816079,32.43533637675905,46.523491357422635,117,38,0.4980393385923765,0.18759626994013795,1385.693059967812,3493.0,4498.881283161238,9377.57434312905,0.15336570763624865,4.260761901510175,47.78108289583281,26.299201974861496,45.00969677589738,44,28,0.3173679105533424,0.15651047488142425,2635.555119334833,4265.0,636.1658534707985,7536.720972805631,0.18077748150843573,4.472593032123075,51.48678777663467,32.13419800112109,46.21567753796506,38,39,0.43970520551612186,0.18123357396466486,,,,,,,,,,,,,
9,5537.909443040258,4527.0,181.4228908740051,10246.332333914263,0.18759626994011389,4.584090228522368,57.996869236038314,33.81572942791954,46.92105034995763,37,33,0.5358902856162515,0.1875962699401377,867.0336649791977,3528.0,3784.3201766023194,8179.3538415815165,0.15889561203132704,4.177360676258675,46.14281099987836,27.204781515647568,44.4087431457022,53,24,0.25651745146195665,0.16170859706616655,3351.3644826456834,4120.0,732.0813389465858,8203.44582159227,0.17923274223825322,4.476623821659618,53.59502202858217,31.305916886867475,46.89228877805283,51,32,0.5149432751549279,0.1797188123371898,,,,,,,,,,,,,
