,h_cost,r_cost,C_cost,total_cost,mean_p,mean_wait,mean_queue,mean_orbit,mean_server,x_T,y_T,mean_congested_time,mean_p_time,h_cost,r_cost,C_cost,total_cost,mean_p,mean_wait,mean_queue,mean_orbit,mean_server,x_T,y_T,mean_congested_time,mean_p_time,h_cost,r_cost,C_cost,total_cost,mean_p,mean_wait,mean_queue,mean_orbit,mean_server,x_T,y_T,mean_congested_time,mean_p_time,h_cost,r_cost,C_cost,total_cost,mean_p,mean_wait,mean_queue,mean_orbit,mean_server,x_T,y_T,mean_congested_time,mean_p_time
0,434.0519560020905,194.0,20.063794295355674,648.1157502974462,0.16933737541935007,4.246197854096339,51.09781443324034,34.64344793781625,46.275014922105875,39,45,0.49737652422135525,0.16933737541934624,143.69313930061662,150.0,73.20035950828508,366.8934988089017,0.1485776821800217,3.8406493335132055,43.87334053540414,25.073238679057642,42.27675009873064,44,25,0.23069629029568425,0.1512631421962596,750.0487247306415,161.0,113.79769181542585,1024.8464165460673,0.13348401592090603,4.590971533601225,56.00893797672899,30.900345999524397,47.665717922748236,71,24,0.6766421896981686,0.13487593903224296,,,,,,,,,,,,,
1,807.232310790875,194.0,19.856951055197367,1021.0892618460722,0.16933737541934996,4.754802070042428,57.06024573477894,30.389996461607133,48.09099783710257,47,22,0.5400741010842531,0.1693373754193461,124.08056604537956,164.0,63.49437916290239,351.574945208282,0.15117069355060261,4.072359678524285,45.21349558625299,25.902357389731023,43.83389064949789,55,15,0.19746072483985128,0.15320850157064672,177.94882955978733,161.0,35.472605643572535,374.42143520335986,0.1615105072233116,4.14406968741678,47.21911991983713,23.550970632727264,45.241910702506146,45,25,0.34254938319956635,0.1627559402385315,,,,,,,,,,,,,
2,262.6336930174838,156.0,18.70991126886494,437.3436042863487,0.16933737541934935,4.17371378863536,47.71574610003639,24.1849572258264,44.7963963686135,55,22,0.3724041107073038,0.1693373754193462,317.0549326785063,146.0,118.96435759989528,582.0192902784015,0.13301148466427698,4.208883269134132,50.05786498710047,24.278983965128514,46.5347453364865,56,24,0.437290759434235,0.13644919640705125,192.60846207526203,144.0,41.02579668101427,377.63425875627627,0.1600862191842245,4.053352283129002,47.875787046119946,25.566062926599752,45.73569302306145,44,25,0.2781393871486147,0.16123994561811247,,,,,,,,,,,,,
3,806.0218175387625,202.0,20.533892568442734,1028.5557101072052,0.1693373754193503,4.512084393003415,55.94711942045794,34.6747548145388,46.98889526789311,54,29,0.6107856727120438,0.16933737541934632,69.53702415052705,146.0,46.414105906648665,261.9511300571757,0.15866472105399643,3.830294758342155,43.262074230558156,27.418831293109214,42.489440628885646,46,30,0.1109124172057043,0.16091879813887888,204.7990701684598,178.0,47.89938160153959,430.6984517699994,0.15743481337515738,3.9005932678666806,46.90747171512029,29.889197818138154,44.63192649102627,49,33,0.3564650925842292,0.15899071888073224,,,,,,,,,,,,,
4,263.5760473350957,181.0,19.085989887334588,463.6620372224303,0.16933737541934957,4.193839558444999,48.383223283264414,28.802971122738196,45.454600535096645,43,33,0.35109151471837763,0.16933737541934638,1011.3755188143122,138.0,141.16429768184332,1290.5398164961557,0.12513562324906885,4.85833127089097,57.54231320513301,23.105810380366226,46.30480744052949,40,29,0.601059685121255,0.12646574478913888,398.60568003760585,154.0,61.606092411403694,614.2117724490096,0.15239707374241954,4.3219673676322286,50.70287959260651,27.460228952072608,46.27392759218862,39,23,0.4225596576597491,0.15382894543585512,,,,,,,,,,,,,
5,345.3051080723957,179.0,19.085989887334588,543.3910979597302,0.16933737541934957,4.403485983400018,50.693326447955656,29.652947720602334,46.856603024928994,46,32,0.5028051274270673,0.1693373754193462,206.79845371316873,140.0,69.99524205767811,416.7936957708468,0.14988151485391896,3.981024504245735,45.37423772317787,23.95162364683416,43.07647712636489,37,20,0.20470998941172106,0.15287758470632634,153.64134956348838,179.0,44.385439475594545,377.02678903908287,0.1588373140719621,3.8588810892330683,45.97320608665287,34.39233439276351,44.26607998039188,47,37,0.277962300906474,0.1604306627204109,,,,,,,,,,,,,
6,682.6390345172379,169.0,18.80393092348235,870.4429654407202,0.1693373754193494,4.50628071313986,52.69084927559854,23.263397486150968,45.104838352656095,70,24,0.4872282868533323,0.16933737541934615,82.06570967681718,137.0,56.85849709060663,275.9242067674238,0.15367819924796136,3.835304561180307,41.4344861572847,23.409247739021055,40.52264493865339,43,31,0.14663037576838153,0.15678881038030645,306.8657185489521,158.0,46.81404237219962,511.6797609211517,0.15796703757457886,4.196961662058845,48.232254896360004,24.19944174943782,44.822635801371646,43,26,0.28195789608980915,0.1585708002745981,,,,,,,,,,,,,
7,888.0714441338581,174.0,20.157813949973086,1082.2292580838314,0.16933737541935012,4.859187820644086,58.830202533632324,28.812354427051833,48.96274204325621,44,31,0.7862720643692981,0.1693373754193463,192.54864773489956,150.0,108.3113973862276,450.86004512112714,0.1369843443315011,4.06155668735084,48.282941415924,23.59837369586535,46.14351199664739,43,16,0.3763473095224387,0.13957337678502205,636.6170558325132,155.0,87.78069987067808,879.3977557031913,0.14290183863825193,4.563233462167588,54.92532773256345,28.51246673511985,47.85148404927689,55,22,0.6181924861266869,0.1439462059786424,,,,,,,,,,,,,
8,357.62670160338706,191.0,19.744127469656473,568.3708290730436,0.1693373754193499,4.271767839218543,51.127481748550764,31.88586884250989,47.14989645960946,64,28,0.4745194076607309,0.16933737541934613,241.3551044311015,135.0,94.07551531393179,470.43061974503325,0.1406770060976053,4.285102634627246,48.5394496616606,21.568946141454685,45.857726279092844,42,32,0.35049280488677464,0.14236883797819636,633.8083341211408,141.0,90.20060927963875,865.0089434007796,0.14091749041713325,4.7618225137287125,55.391947746455905,23.15273220007176,48.34963292288772,41,24,0.6232859631224232,0.1415829686421732,,,,,,,,,,,,,
9,234.93268422967196,177.0,19.518480298574683,431.45116452824664,0.1693373754193498,4.004712657409729,48.34016778679192,28.574602017196067,45.71938147035923,59,27,0.3991882360820052,0.16933737541934604,176.0959304409983,175.0,83.94906516612157,435.04499560711986,0.14546493281848843,4.06597879302518,47.630766305147475,26.724472489510443,45.67345195308201,51,22,0.2722699371557974,0.1481415105689665,376.52817957281957,161.0,61.38162071280722,598.9098002856268,0.15273246539516655,4.174655348658559,49.8682130428547,27.96862166817747,45.68421915045811,52,18,0.3880925859200417,0.15443277498351346,,,,,,,,,,,,,
