,h_cost,r_cost,C_cost,total_cost,mean_p,mean_wait,mean_queue,mean_orbit,mean_server,x_T,y_T,mean_p_time,mean_congested_time,h_cost,r_cost,C_cost,total_cost,mean_p,mean_wait,mean_queue,mean_orbit,mean_server,x_T,y_T,mean_p_time,mean_congested_time,h_cost,r_cost,C_cost,total_cost,mean_p,mean_wait,mean_queue,mean_orbit,mean_server,x_T,y_T,mean_p_time,mean_congested_time
0,7838.799249693084,8511.0,356.3224349251686,16706.12168461825,0.18759626994025802,4.181318643379076,96.46543758431633,63.16342185446193,92.5459405143641,124,73,0.3158753356052108,0.18759626994013842,11091.987184029404,8785.0,512.1708760084268,20389.15806003783,0.18523798000286001,4.190363327813001,99.37392623846598,67.10001521038777,93.8279326464497,89,78,0.3748968548075834,0.18523798000275718,,,,,,,,,,,,,
1,15193.981173864122,8932.0,361.16878928618456,24487.149963150307,0.18759626994024925,4.266618947666837,101.27473201282164,66.49983011436338,93.67771827781635,108,62,0.4036983237905489,0.18759626994014061,7488.638519902993,8468.0,505.00139899668443,16461.639918899677,0.1852379800028714,4.167364182459071,95.8345802656272,63.11221202770052,92.09023215660497,105,61,0.2999252027948818,0.1852379800027563,,,,,,,,,,,,,
2,9459.917321711193,8863.0,358.79176786149577,18681.709089572687,0.18759626994025352,4.212623357851473,97.78014874820634,67.67213888447463,93.05019008735158,93,57,0.3595125110603863,0.1875962699401408,16576.941496584906,8690.0,507.4638637453984,25774.405360330304,0.18523798000286745,4.259743497327827,101.40913022306208,65.00903050518998,93.12065947476961,79,74,0.36630572991932786,0.18523798000275696,,,,,,,,,,,,,
3,16713.7972671039,8902.0,361.93035925720136,25977.7276263611,0.1875962699402479,4.250085887313625,102.72179974627595,65.80076702562606,94.36490111272326,80,57,0.43678709345322425,0.18759626994013803,11842.678220915193,8499.0,506.7556327336002,20848.433853648792,0.1852379800028686,4.338781093260138,98.89430273259188,63.76728925193581,92.9728443720835,105,55,0.3628426660265084,0.1852379800027583,,,,,,,,,,,,,
4,19181.280313547893,8865.0,360.70723172799256,28406.987545275886,0.18759626994025008,4.314464868125771,103.59647313047422,67.61980509350349,94.0058329736993,100,65,0.4255153603040695,0.18759626994013837,6687.550712264593,8713.0,507.0607168617594,15907.611429126351,0.1852379800028681,4.1702628199062515,95.68738799345914,65.8337224486943,92.34361263732713,100,73,0.29345962274544546,0.18523798000275915,,,,,,,,,,,,,
5,8424.159745730816,8722.0,359.36871480923577,17505.528460540052,0.18759626994025247,4.206752035895933,97.39218716449606,65.74397922275718,93.18009996251097,103,74,0.3454932088532297,0.18759626994014,12286.13277043344,8685.0,511.1357691450293,21482.26853957847,0.18523798000286162,4.234522653474198,99.76871011826987,66.26753819689247,93.62564373305382,98,73,0.4005473273602813,0.1852379800027587,,,,,,,,,,,,,
6,16853.49249519249,8740.0,362.92270800731416,25956.415203199806,0.18759626994024614,4.259714987461686,102.24773139800224,66.37215025276203,93.82098515040539,100,66,0.4283186408036847,0.1875962699401405,12868.326746169289,8769.0,515.7447186525781,22153.071464821867,0.18523798000285444,4.2762730498284105,100.96134153474479,65.4536378012703,94.52717816165973,86,69,0.4485988849140473,0.18523798000275718,,,,,,,,,,,,,
7,12464.947527705885,8587.0,356.876303994999,21408.823831700884,0.18759626994025702,4.344623884767346,99.19061630408268,63.67580670592694,92.95814254022991,96,70,0.36676372695929593,0.1875962699401378,10457.456474135064,8622.0,505.56798380612304,19585.024457941185,0.18523798000287048,4.215671118757164,98.92135064935295,65.33046881994909,93.692622412285,85,84,0.3852857602700294,0.18523798000275993,,,,,,,,,,,,,
8,9617.046977261898,8694.0,356.69937359769204,18667.746350859587,0.18759626994025733,4.217745588470185,98.20215634646753,65.07089497706139,93.39363285783675,85,56,0.34612418337379436,0.18759626994014134,15422.979461487068,8639.0,509.5340774721933,24571.51353895926,0.18523798000286415,4.293081267495018,101.97242980946231,65.05249202813313,94.26089135296698,113,67,0.44404951357127415,0.18523798000275712,,,,,,,,,,,,,
9,10770.715644591384,8751.0,359.99951013876483,19881.71515473015,0.18759626994025133,4.211517918203455,98.781412499338,66.1916202541374,93.39573898164397,116,60,0.37447103512878166,0.1875962699401382,14384.805394437797,8555.0,509.3379519612338,23449.143346399032,0.18523798000286446,4.249400011563849,100.96860927568947,63.9319977015206,93.77620657847042,83,61,0.39348448827777915,0.18523798000275818,,,,,,,,,,,,,
10,8836.163087145882,8711.0,362.0149781428699,17909.178065288754,0.18759626994024775,4.230012549468163,97.56743654494008,65.6284433382871,93.14935500136806,98,78,0.34688731741643936,0.1875962699401379,11810.404252038272,8665.0,510.28589193087146,20985.690143969143,0.18523798000286296,4.231145677903222,99.78682346102384,64.28581070536484,93.88161624349046,104,57,0.3920166828811039,0.18523798000275615,,,,,,,,,,,,,
11,7817.784763364373,8685.0,357.8378822412323,16860.622645605603,0.18759626994025524,4.159080337344949,97.13138597941699,64.8488794806041,93.22247980241094,108,53,0.35028728692815114,0.18759626994014025,13799.601381014245,8680.0,509.218097482314,22988.819478496556,0.18523798000286465,4.235817341522651,100.67843391862277,64.92018955692559,93.77863322811628,90,68,0.4047100789078842,0.18523798000275982,,,,,,,,,,,,,
12,9196.945423555593,8685.0,359.4533336949043,18241.398757250496,0.18759626994025233,4.21064367311631,97.7867268040883,65.1772348442904,93.1882540923098,92,70,0.342299367362496,0.18759626994013956,8857.644707271143,8591.0,504.4783976341257,17953.12310490527,0.18523798000287225,4.166969700911539,97.26887244096899,63.37408094407464,92.8400500873336,99,68,0.3255615846011814,0.1852379800027613,,,,,,,,,,,,,
