,h_cost,r_cost,C_cost,total_cost,mean_p,mean_wait,mean_queue,mean_orbit,mean_server,x_T,y_T,mean_p_time,mean_congested_time,h_cost,r_cost,C_cost,total_cost,mean_p,mean_wait,mean_queue,mean_orbit,mean_server,x_T,y_T,mean_p_time,mean_congested_time,h_cost,r_cost,C_cost,total_cost,mean_p,mean_wait,mean_queue,mean_orbit,mean_server,x_T,y_T,mean_p_time,mean_congested_time
0,2521.3098997804673,7770.999999999999,861.5961149134102,11153.906014693877,0.1693373754194784,4.114073451754031,94.20311524424164,57.04874028784885,91.68180534446104,94,66,0.25937605079149934,0.1693373754193464,3960.9640884608607,7769.0,995.0268772480089,12724.990965708868,0.1671059063412627,4.1223361810135435,96.22649177569278,58.868977063205065,92.2655059145813,112,58,0.26734488758050895,0.16710590634145447,,,,,,,,,,,,,
1,4278.500751536803,7877.0,866.5791566081294,13022.079908144935,0.16933737541947952,4.128471614594095,96.70483152994002,59.439651785781486,92.42626541890664,105,58,0.3135664908616803,0.16933737541934635,1815.742192772548,7511.0,981.8045757691411,10308.54676854169,0.16710590634126596,4.108671767718839,92.73780793828936,56.76848633325372,90.92206574551784,76,61,0.2248978907895715,0.167105906341452,,,,,,,,,,,,,
2,3981.469681401267,7936.0,864.3414888282367,12781.811170229505,0.16933737541947902,4.194170986311654,97.01533908884737,60.80359830089358,93.03377640691276,117,52,0.32915647251718927,0.16933737541934554,3340.495133967396,7654.000000000001,989.4220064083578,11983.917140375755,0.1671059063412641,4.097401218320739,94.69480204520622,57.479728440872535,91.35430691123847,89,51,0.27758186948289654,0.1671059063414544,,,,,,,,,,,,,
3,2618.820229971816,7858.0,862.5175075286602,11339.337737500477,0.1693373754194786,4.125950148112718,94.38985099279711,58.189766777715946,91.77103076282448,99,57,0.2536511250819465,0.1693373754193467,3292.5670087906205,7653.0,984.1417419879917,11929.708750778613,0.1671059063412654,4.125566752351827,94.47227787159412,57.66182418848138,91.17971086280373,92,61,0.26355697805910017,0.16710590634145528,,,,,,,,,,,,,
4,4906.764399695627,7892.0,868.2527064603182,13667.017106155945,0.1693373754194799,4.172877692709131,97.58192798810845,59.82503354881315,92.67516358841291,88,50,0.33248214065089565,0.1693373754193467,2525.526000082141,7542.0,976.7623560562505,11044.28835613839,0.16710590634126724,4.134531224073682,93.38273055125585,56.49465638278344,90.85720455117338,88,73,0.2109449975843753,0.16710590634145653,,,,,,,,,,,,,
5,3241.3299260895647,7819.0,861.2576441567879,11921.587570246353,0.16933737541947833,4.154957867082936,95.48812092886429,59.307177979278194,92.24679100277504,99,69,0.29478699836010547,0.16933737541934663,4814.31591202718,7792.0,1000.3937033801843,13606.709615407366,0.16710590634126143,4.190337102273679,97.06441926330253,58.22807793836313,92.25010335127564,100,56,0.3186560621212337,0.16710590634145497,,,,,,,,,,,,,
6,4964.833983965054,7872.0,867.8766278418487,13704.710611806902,0.16933737541947982,4.162820789845104,97.436628716498,57.58038254634125,92.47179473253256,82,56,0.32403102322693794,0.16933737541934574,2028.7403479633435,7604.000000000001,986.3490656391285,10619.08941360247,0.16710590634126485,4.096606868548015,93.38421426865234,57.345970046139485,91.3554739206891,88,60,0.22880035627718037,0.16710590634145436,,,,,,,,,,,,,
7,4319.792689298137,7859.0,863.9089984169968,13042.701687715135,0.16933737541947894,4.156108750031672,97.06668504916705,59.31118642005232,92.74689235986999,93,85,0.3183257828251061,0.1693373754193448,1730.509689925804,7709.0,984.6827526867997,10424.192442612604,0.16710590634126526,4.0864213717280276,92.81315301815746,57.56330969192226,91.08251764523855,119,37,0.21646142417221947,0.16710590634145414,,,,,,,,,,,,,
8,3690.3918207895417,7765.000000000001,865.7705875784202,12321.162408367962,0.16933737541947935,4.160116235377699,95.9690426181891,59.34643572842068,92.27865079739951,92,60,0.310865546576723,0.16933737541934588,1762.1858578875938,7588.0,987.7556934560292,10337.941551343623,0.1671059063412645,4.053660342120473,92.87821647207365,55.796354703346964,91.1160306141868,85,59,0.21058712774614502,0.1671059063414562,,,,,,,,,,,,,
9,2072.7381440715585,7637.0,855.2403862612781,10564.978530332835,0.16933737541947697,4.119802729046372,93.34491586552267,57.147323034198024,91.27217452990024,108,55,0.24079172407802263,0.1693373754193466,2097.442897583138,7429.000000000001,980.4195883801926,10506.862485963331,0.16710590634126632,4.077683513671997,92.4024687463448,56.11570779756407,90.30502584876221,76,58,0.21040982903992186,0.1671059063414521,,,,,,,,,,,,,
10,2556.398585578904,7594.0,858.4370545182677,11008.835640097172,0.1693373754194777,4.130309131815818,94.2352536929228,56.673391543108195,91.67879996621511,116,59,0.25972287145995776,0.16933737541934776,3703.4818062692507,7681.0,988.080299875314,12372.562106144564,0.1671059063412644,4.118900838594704,94.8819215716401,56.461032325098714,91.17843976537111,87,55,0.2747923828552823,0.16710590634145436,,,,,,,,,,,,,
11,5763.355736351443,7884.999999999999,873.9126896682822,14522.268426019727,0.16933737541948116,4.231304461507609,98.94275734795987,58.53406283418382,93.17928592609775,109,54,0.34783141894974995,0.1693373754193459,2876.441856314733,7590.000000000001,987.6042104603631,11454.046066775096,0.16710590634126454,4.129264963029757,93.76389277517747,57.24397182361313,90.88745091886248,86,68,0.2178060208722363,0.16710590634145406,,,,,,,,,,,,,
12,2172.193971642757,7559.999999999999,854.9395233665026,10587.133495009259,0.16933737541947688,4.107192018788658,93.22396032001342,57.20292237215309,91.05176634837098,87,53,0.2118379114030577,0.16933737541934568,5372.677428676988,7683.0,991.4778470638284,14047.155275740815,0.16710590634126357,4.182711655281962,97.58553128933184,57.27448001547041,92.21281903348547,102,71,0.32504840576019606,0.16710590634145642,,,,,,,,,,,,,
13,4158.620176071592,7923.0,866.1278622659662,12947.748038337559,0.16933737541947944,4.184214592467797,96.45181630840142,58.466383596194774,92.29319613233095,96,63,0.29196138682027767,0.16933737541934699,3053.883310933248,7717.0,988.9459169934069,11759.829227926655,0.1671059063412642,4.1376080530612205,94.70340677143749,56.442632101723575,91.64952346050319,86,87,0.2653625668562228,0.16710590634145323,,,,,,,,,,,,,
14,3618.0485892184465,7743.000000000001,859.3584471335178,12220.407036351964,0.1693373754194779,4.068196153110343,95.04100859733624,58.460362436648595,91.42291963097666,106,65,0.25035300987836434,0.16933737541934707,1159.8380814311702,7491.0,981.8694970529981,9632.707578484167,0.16710590634126596,4.028049968782668,91.10300161700326,54.63755655792735,89.9431635355725,95,53,0.1565079240377887,0.16710590634145497,,,,,,,,,,,,,
