,h_cost,r_cost,C_cost,total_cost,mean_p,mean_wait,mean_queue,mean_orbit,mean_server,x_T,y_T,mean_p_time,mean_congested_time,h_cost,r_cost,C_cost,total_cost,mean_p,mean_wait,mean_queue,mean_orbit,mean_server,x_T,y_T,mean_p_time,mean_congested_time,h_cost,r_cost,C_cost,total_cost,mean_p,mean_wait,mean_queue,mean_orbit,mean_server,x_T,y_T,mean_p_time,mean_congested_time,h_cost,r_cost,C_cost,total_cost,mean_p,mean_wait,mean_queue,mean_orbit,mean_server,x_T,y_T,mean_p_time,mean_congested_time
0,2485.433927101302,4369.0,179.33049661019365,7033.764423711495,0.18759626994010922,5.395732965473208,51.84905569038551,43.84320731394134,46.878187836182796,40,52,0.47909005937533833,0.18759626994013773,1067.4773912239675,3452.0000000000005,4474.165951698195,8993.643342922162,0.15374142201622434,4.193021642814853,47.161236302117494,33.889974222490416,45.02628151966967,42,36,0.3073635068689559,0.15712656332558952,2532.251874198792,4248.0,525.3319335457564,7305.583807744547,0.18202544096700096,4.450526521432469,51.8846631241762,41.53648650678855,46.82015937577842,50,42,0.47119248809927283,0.18251996581503144,,,,,,,,,,,,,
1,2370.574600141368,4427.0,180.26130435255095,6977.83590449392,0.1875962699401113,4.380598316405359,51.08963448517816,44.99378576086287,46.348335085939055,66,44,0.43868838898746715,0.18759626994013917,1133.9178502189295,3504.9999999999995,4080.7046217084803,8719.62247192741,0.15663588921142932,4.195520606408939,47.09355564006889,34.67367647911465,44.82571993963093,45,26,0.278826996089035,0.15977864434678,2374.2309958043165,4123.0,463.52702661095304,6960.75802241527,0.18251293854704478,4.543677042541629,51.059944411925564,41.254391719507254,46.311471908498326,51,42,0.45656061816329385,0.18290715424786771,,,,,,,,,,,,,
2,2251.5379488436533,4379.0,178.67662340275257,6809.2145722464065,0.18759626994010772,4.382865851809497,50.73419184666989,43.236480318980526,46.231070512034854,54,43,0.4184975033654426,0.1875962699401399,1272.0462523015551,3254.9999999999995,4667.627260999887,9194.67351330144,0.15168726444776592,4.26204409270906,47.760453015933635,33.0035612360102,45.21636051133027,38,36,0.3233193124617111,0.1556689466033453,3394.8388485391456,4272.0,666.5759865106946,8333.41483504984,0.18027809005556117,4.471835757481942,53.57012220279685,42.098632550201934,46.78037104708832,54,45,0.49846086379101495,0.18070933364875383,,,,,,,,,,,,,
3,2540.4106924904277,4347.0,177.89197555382327,7065.302668044253,0.18759626994010595,4.372080980034566,51.399062422240185,42.65341514255716,46.31824103725934,48,43,0.4382328352799555,0.18759626994013848,1402.5038840027833,3478.0,4728.488814420459,9608.99269842324,0.1514838325530816,4.229208278674256,47.91593098390161,34.06590550257551,45.1109205063981,51,40,0.3266205290159662,0.1553084971952382,1904.0503230690845,4163.0,434.85713539692716,6501.907458466012,0.18337803827136917,4.50420869677363,49.11345821995771,41.23748626116091,45.30535757381944,34,43,0.3448696043653316,0.18369001432128654,,,,,,,,,,,,,
4,3465.8810304462454,4382.0,180.56900939134675,8028.450039837592,0.187596269940112,4.548889871365478,54.157047204527366,44.05105082750538,47.225228816806954,76,44,0.5475827009473212,0.18759626994013842,1538.3887906629068,3435.0,4809.011892298405,9782.400682961312,0.1511220369788521,4.238143065654204,48.29820403977026,33.87591266146694,45.22139572251464,51,31,0.3433672259252319,0.15422083111556276,3504.3689710440626,4197.0,667.5477847925564,8368.916755836619,0.179793512335204,4.689378701227411,53.71609365768018,41.86455464098891,46.7073010375747,63,41,0.5080231571313315,0.18030982524983555,,,,,,,,,,,,,
5,3872.6843586072973,4449.0,180.16130021494232,8501.84565882224,0.18759626994011108,4.686683466645443,54.73727474351946,43.95856486382994,46.99190602630487,40,43,0.5249552706753444,0.18759626994013892,1254.0306855732388,3404.0,4147.589190942836,8805.619876516073,0.15609282746806985,4.209049366307046,46.978736278577806,33.964762403427905,44.47067490743091,43,42,0.2827954569957202,0.15958625079134406,2574.67653393686,4228.0,498.73248679585646,7301.409020732715,0.18220579771789439,4.436612213951614,51.45816596959496,42.05509838949618,46.308812901721176,42,47,0.43960324328847944,0.18262697870471994,,,,,,,,,,,,,
6,1660.6316977078916,4293.0,178.3304552341073,6131.962152941998,0.18759626994010695,4.371417923936996,49.32514648607399,43.556220771034134,46.003664490944715,56,43,0.3793848364784577,0.18759626994013767,920.9598936740747,3492.0,3766.250880904468,8179.210774578543,0.15871907389193665,4.199824005091078,46.200751105118464,35.377605093641904,44.35883131777031,46,35,0.2545062534604878,0.16202410458120572,2830.274708462366,4288.0,520.8588199885447,7639.133528450911,0.18176453108772136,4.5262822429097795,52.46369291996159,41.971138444614674,46.803143503037106,42,34,0.4803021134337382,0.1822032172945977,,,,,,,,,,,,,
7,2935.7265962164256,4465.0,180.89979230805224,7581.626388524478,0.18759626994011272,4.6450706047820365,52.892555973519926,44.89562822621341,47.021102715415864,51,44,0.5240130544159662,0.18759626994013967,1385.1067248843813,3495.0000000000005,4135.196867018354,9015.303591902735,0.15608118734709564,4.236372560209623,47.325685054334485,35.062366756300236,44.555471604565604,47,45,0.2842061451353833,0.15950394920318975,2809.694796508992,4186.0,596.6905414382506,7592.385337947243,0.1814526456348581,4.403238966346254,52.17212490942661,41.423129523580116,46.55235828054315,59,39,0.45990912265431777,0.18185059209818863,,,,,,,,,,,,,
8,4472.339587414465,4402.0,180.038218199424,9054.37780561389,0.1875962699401108,4.5603335633684905,56.05373634102146,44.26251120284008,47.10905716619262,40,41,0.566636794344489,0.1875962699401392,1255.969958743054,3456.0,4393.873631911359,9105.843590654413,0.15406781327192867,4.194854181097701,47.144924459492856,34.40567396684256,44.63278001603249,57,35,0.3131288419108938,0.15734929763401342,2894.3493874053916,4331.0,565.7557278727932,7791.105115278184,0.18130287562480246,4.495665770784528,52.3600872176106,42.16490789604237,46.57138844280016,34,52,0.49368085379858406,0.18174098200806285,,,,,,,,,,,,,
9,4407.828301798211,4355.0,180.5074683835876,8943.335770181799,0.18759626994011186,5.271066065934582,56.08739960452767,43.980493721365164,47.27174300093121,50,37,0.547102671557104,0.18759626994014003,1403.637417834144,3476.0,4588.204311387827,9467.841729221971,0.15270405403784074,4.2565357620897615,48.00001666990688,34.695020817021664,45.19274183423884,41,33,0.31829547155871296,0.15604020500885513,3386.0189683414083,4230.0,684.9098445002412,8300.92881284165,0.1799465801907521,4.440868716731756,53.50746252868459,42.27114035203661,46.73542459200178,34,41,0.5017008461816111,0.18047584335864753,,,,,,,,,,,,,
10,3909.9759053054945,4545.0,182.31523548651293,8637.291140792007,0.18759626994011583,4.6244321866338804,54.81288707834098,46.36721399411597,46.992716007847044,67,45,0.5556433229505569,0.18759626994013867,2214.57208784455,3399.0,5176.257849449,10789.82993729355,0.14845783891040176,4.347733575119438,49.97796140198235,34.02568334616106,45.54881722629313,47,24,0.3719942686619619,0.15171871165575096,2491.2326858912834,4234.0,501.1536316151879,7226.386317506472,0.18236268555629234,4.400520540463379,51.18587194349221,42.27622806973183,46.20278847257268,53,42,0.43438622728770965,0.18274943840375757,,,,,,,,,,,,,
11,3512.579878737109,4362.0,179.04586944930753,8053.625748186417,0.18759626994010858,4.630069771160475,53.72467544001503,43.03877099233274,46.698316287290965,62,47,0.48391785469605847,0.1875962699401378,1016.0660933184444,3514.0,4135.473801553273,8665.539894871717,0.15613181172678886,4.148858764137139,46.548723519269785,35.38899133190038,44.51659133263309,43,33,0.2834417735613505,0.15948556774153969,3117.221127602289,4222.0,608.2127797654194,7947.433907367708,0.18059400665882117,4.491706777533539,52.4691369232223,41.74078806388527,46.23241052684854,74,39,0.46139393447220756,0.18117691305400346,,,,,,,,,,,,,
12,4294.471857958642,4272.0,178.6073897690235,8745.079247727666,0.18759626994010759,4.564923376503498,55.182063012558324,43.04254262456708,46.593099251447185,51,47,0.5197010012466458,0.18759626994013953,1218.3330343607236,3439.0,4035.3354377260407,8692.668472086763,0.15707200672858687,4.234957745629477,46.760975798438764,34.57524498671309,44.324291151770154,54,46,0.2724893174461007,0.16035997410028482,2404.6259801457804,4155.0,479.58920705951266,7039.215187205292,0.1827899210364959,4.470548975568375,50.878464304497896,41.959470959848574,46.069212344206456,47,56,0.42252239026050403,0.18308955958542816,,,,,,,,,,,,,
